schema_name_source,schema_name,column_name_source,column_name,group,description,delete,disposition,column_type,source,version_added,is_redcap_calculation,date_shift
anxiety_disorder_schema,anxiety,diagnosis_ad_active_psy_med_problems___epilepsy,diagnosis_ad_active_psy_med_problems___epilepsy,diagnosis,"[DEPRECATED]
Please select any active psychiatric problems and medical problems (select all that apply).

MOVED IT TO ""Q - Mood - Participant History""",NO,release,CHECKBOX_OPTION,redcap,pre-v4,NO,NO
anxiety_disorder_schema,anxiety,diagnosis_ad_active_psy_med_problems___laryngeal_cancer,diagnosis_ad_active_psy_med_problems___laryngeal_cancer,diagnosis,"[DEPRECATED]
Please select any active psychiatric problems and medical problems (select all that apply).

MOVED IT TO ""Q - Mood - Participant History""",NO,release,CHECKBOX_OPTION,redcap,pre-v4,NO,NO
anxiety_disorder_schema,anxiety,diagnosis_ad_active_psy_med_problems___ocd,diagnosis_ad_active_psy_med_problems___ocd,diagnosis,"[DEPRECATED]
Please select any active psychiatric problems and medical problems (select all that apply).

MOVED IT TO ""Q - Mood - Participant History""",NO,release,CHECKBOX_OPTION,redcap,pre-v4,NO,NO
anxiety_disorder_schema,anxiety,diagnosis_ad_active_psy_med_problems___other,diagnosis_ad_active_psy_med_problems___other,diagnosis,"[DEPRECATED]
Please select any active psychiatric problems and medical problems (select all that apply).

MOVED IT TO ""Q - Mood - Participant History""",NO,release,CHECKBOX_OPTION,redcap,pre-v4,NO,NO
anxiety_disorder_schema,anxiety,diagnosis_ad_active_psy_med_problems___seasonal_allergies,diagnosis_ad_active_psy_med_problems___seasonal_allergies,diagnosis,"[DEPRECATED]
Please select any active psychiatric problems and medical problems (select all that apply).

MOVED IT TO ""Q - Mood - Participant History""",NO,release,CHECKBOX_OPTION,redcap,pre-v4,NO,NO
anxiety_disorder_schema,anxiety,diagnosis_ad_active_psy_med_problems___stroke,diagnosis_ad_active_psy_med_problems___stroke,diagnosis,"[DEPRECATED]
Please select any active psychiatric problems and medical problems (select all that apply).

MOVED IT TO ""Q - Mood - Participant History""",NO,release,CHECKBOX_OPTION,redcap,pre-v4,NO,NO
anxiety_disorder_schema,anxiety,diagnosis_ad_hist_psy_med_problems___adhd,diagnosis_ad_hist_psy_med_problems___adhd,diagnosis,"[DEPRECATED]
Please select any historical psychiatric problems and medical problems (select all that apply).

MOVED IT TO ""Q - Mood - Participant History""",NO,release,CHECKBOX_OPTION,redcap,pre-v4,NO,NO
anxiety_disorder_schema,anxiety,diagnosis_ad_hist_psy_med_problems___anxiety,diagnosis_ad_hist_psy_med_problems___anxiety,diagnosis,"[DEPRECATED]
Please select any historical psychiatric problems and medical problems (select all that apply).

MOVED IT TO ""Q - Mood - Participant History""",NO,release,CHECKBOX_OPTION,redcap,pre-v4,NO,NO
anxiety_disorder_schema,anxiety,diagnosis_ad_hist_psy_med_problems___epilepsy,diagnosis_ad_hist_psy_med_problems___epilepsy,diagnosis,"[DEPRECATED]
Please select any historical psychiatric problems and medical problems (select all that apply).

MOVED IT TO ""Q - Mood - Participant History""",NO,release,CHECKBOX_OPTION,redcap,pre-v4,NO,NO
anxiety_disorder_schema,anxiety,diagnosis_ad_hist_psy_med_problems___laryngeal_cancer,diagnosis_ad_hist_psy_med_problems___laryngeal_cancer,diagnosis,"[DEPRECATED]
Please select any historical psychiatric problems and medical problems (select all that apply).

MOVED IT TO ""Q - Mood - Participant History""",NO,release,CHECKBOX_OPTION,redcap,pre-v4,NO,NO
anxiety_disorder_schema,anxiety,diagnosis_ad_hist_psy_med_problems___ocd,diagnosis_ad_hist_psy_med_problems___ocd,diagnosis,"[DEPRECATED]
Please select any historical psychiatric problems and medical problems (select all that apply).

MOVED IT TO ""Q - Mood - Participant History""",NO,release,CHECKBOX_OPTION,redcap,pre-v4,NO,NO
anxiety_disorder_schema,anxiety,diagnosis_ad_hist_psy_med_problems___other,diagnosis_ad_hist_psy_med_problems___other,diagnosis,"[DEPRECATED]
Please select any historical psychiatric problems and medical problems (select all that apply).

MOVED IT TO ""Q - Mood - Participant History""",NO,release,CHECKBOX_OPTION,redcap,pre-v4,NO,NO
anxiety_disorder_schema,anxiety,diagnosis_ad_hist_psy_med_problems___seasonal_allergies,diagnosis_ad_hist_psy_med_problems___seasonal_allergies,diagnosis,"[DEPRECATED]
Please select any historical psychiatric problems and medical problems (select all that apply).

MOVED IT TO ""Q - Mood - Participant History""",NO,release,CHECKBOX_OPTION,redcap,pre-v4,NO,NO
anxiety_disorder_schema,anxiety,diagnosis_ad_hist_psy_med_problems___stroke,diagnosis_ad_hist_psy_med_problems___stroke,diagnosis,"[DEPRECATED]
Please select any historical psychiatric problems and medical problems (select all that apply).

MOVED IT TO ""Q - Mood - Participant History""",NO,release,CHECKBOX_OPTION,redcap,pre-v4,NO,NO
benign_lesions_schema,benign_lesions,diagnosis_bl_treatment_select___laryngeal_microsurgery,diagnosis_bl_treatment_select___laryngeal_microsurgery,diagnosis,Select all that apply:,NO,release,CHECKBOX_OPTION,redcap,pre-v4,NO,NO
benign_lesions_schema,benign_lesions,diagnosis_bl_treatment_select___other,diagnosis_bl_treatment_select___other,diagnosis,Select all that apply:,NO,release,CHECKBOX_OPTION,redcap,pre-v4,NO,NO
benign_lesions_schema,benign_lesions,diagnosis_bl_treatment_select___voice_or_speech_therapy,diagnosis_bl_treatment_select___voice_or_speech_therapy,diagnosis,Select all that apply:,NO,release,CHECKBOX_OPTION,redcap,pre-v4,NO,NO
benign_lesions_schema,benign_lesions,diagnosis_bl_treatment_select___voice_rest,diagnosis_bl_treatment_select___voice_rest,diagnosis,Select all that apply:,NO,release,CHECKBOX_OPTION,redcap,pre-v4,NO,NO
bipolar_disorder_schema,bipolar_disorder,mbd_active_psy_med_problems___adhd,mbd_active_psy_med_problems___adhd,diagnosis,"[DEPRECATED]
Please select any active psychiatric problems and medical problems (select all that apply).

MOVED IT TO ""Q - Mood - Participant History""",NO,release,CHECKBOX_OPTION,redcap,pre-v4,NO,NO
bipolar_disorder_schema,bipolar_disorder,mbd_active_psy_med_problems___anxiety,mbd_active_psy_med_problems___anxiety,diagnosis,"[DEPRECATED]
Please select any active psychiatric problems and medical problems (select all that apply).

MOVED IT TO ""Q - Mood - Participant History""",NO,release,CHECKBOX_OPTION,redcap,pre-v4,NO,NO
bipolar_disorder_schema,bipolar_disorder,mbd_active_psy_med_problems___epilepsy,mbd_active_psy_med_problems___epilepsy,diagnosis,"[DEPRECATED]
Please select any active psychiatric problems and medical problems (select all that apply).

MOVED IT TO ""Q - Mood - Participant History""",NO,release,CHECKBOX_OPTION,redcap,pre-v4,NO,NO
bipolar_disorder_schema,bipolar_disorder,mbd_active_psy_med_problems___laryngeal_cancer,mbd_active_psy_med_problems___laryngeal_cancer,diagnosis,"[DEPRECATED]
Please select any active psychiatric problems and medical problems (select all that apply).

MOVED IT TO ""Q - Mood - Participant History""",NO,release,CHECKBOX_OPTION,redcap,pre-v4,NO,NO
bipolar_disorder_schema,bipolar_disorder,mbd_active_psy_med_problems___ocd,mbd_active_psy_med_problems___ocd,diagnosis,"[DEPRECATED]
Please select any active psychiatric problems and medical problems (select all that apply).

MOVED IT TO ""Q - Mood - Participant History""",NO,release,CHECKBOX_OPTION,redcap,pre-v4,NO,NO
bipolar_disorder_schema,bipolar_disorder,mbd_active_psy_med_problems___other,mbd_active_psy_med_problems___other,diagnosis,"[DEPRECATED]
Please select any active psychiatric problems and medical problems (select all that apply).

MOVED IT TO ""Q - Mood - Participant History""",NO,release,CHECKBOX_OPTION,redcap,pre-v4,NO,NO
bipolar_disorder_schema,bipolar_disorder,mbd_active_psy_med_problems___seasonal_allergies,mbd_active_psy_med_problems___seasonal_allergies,diagnosis,"[DEPRECATED]
Please select any active psychiatric problems and medical problems (select all that apply).

MOVED IT TO ""Q - Mood - Participant History""",NO,release,CHECKBOX_OPTION,redcap,pre-v4,NO,NO
bipolar_disorder_schema,bipolar_disorder,mbd_active_psy_med_problems___stroke,mbd_active_psy_med_problems___stroke,diagnosis,"[DEPRECATED]
Please select any active psychiatric problems and medical problems (select all that apply).

MOVED IT TO ""Q - Mood - Participant History""",NO,release,CHECKBOX_OPTION,redcap,pre-v4,NO,NO
bipolar_disorder_schema,bipolar_disorder,mbd_hist_psy_med_problems___adhd,mbd_hist_psy_med_problems___adhd,diagnosis,"[DEPRECATED]
Please select any historical psychiatric problems and medical problems (select all that apply).

MOVED IT TO ""Q - Mood - Participant History""",NO,release,CHECKBOX_OPTION,redcap,pre-v4,NO,NO
bipolar_disorder_schema,bipolar_disorder,mbd_hist_psy_med_problems___anxiety,mbd_hist_psy_med_problems___anxiety,diagnosis,"[DEPRECATED]
Please select any historical psychiatric problems and medical problems (select all that apply).

MOVED IT TO ""Q - Mood - Participant History""",NO,release,CHECKBOX_OPTION,redcap,pre-v4,NO,NO
bipolar_disorder_schema,bipolar_disorder,mbd_hist_psy_med_problems___epilepsy,mbd_hist_psy_med_problems___epilepsy,diagnosis,"[DEPRECATED]
Please select any historical psychiatric problems and medical problems (select all that apply).

MOVED IT TO ""Q - Mood - Participant History""",NO,release,CHECKBOX_OPTION,redcap,pre-v4,NO,NO
bipolar_disorder_schema,bipolar_disorder,mbd_hist_psy_med_problems___laryngeal_cancer,mbd_hist_psy_med_problems___laryngeal_cancer,diagnosis,"[DEPRECATED]
Please select any historical psychiatric problems and medical problems (select all that apply).

MOVED IT TO ""Q - Mood - Participant History""",NO,release,CHECKBOX_OPTION,redcap,pre-v4,NO,NO
bipolar_disorder_schema,bipolar_disorder,mbd_hist_psy_med_problems___ocd,mbd_hist_psy_med_problems___ocd,diagnosis,"[DEPRECATED]
Please select any historical psychiatric problems and medical problems (select all that apply).

MOVED IT TO ""Q - Mood - Participant History""",NO,release,CHECKBOX_OPTION,redcap,pre-v4,NO,NO
bipolar_disorder_schema,bipolar_disorder,mbd_hist_psy_med_problems___other,mbd_hist_psy_med_problems___other,diagnosis,"[DEPRECATED]
Please select any historical psychiatric problems and medical problems (select all that apply).

MOVED IT TO ""Q - Mood - Participant History""",NO,release,CHECKBOX_OPTION,redcap,pre-v4,NO,NO
bipolar_disorder_schema,bipolar_disorder,mbd_hist_psy_med_problems___seasonal_allergies,mbd_hist_psy_med_problems___seasonal_allergies,diagnosis,"[DEPRECATED]
Please select any historical psychiatric problems and medical problems (select all that apply).

MOVED IT TO ""Q - Mood - Participant History""",NO,release,CHECKBOX_OPTION,redcap,pre-v4,NO,NO
bipolar_disorder_schema,bipolar_disorder,mbd_hist_psy_med_problems___stroke,mbd_hist_psy_med_problems___stroke,diagnosis,"[DEPRECATED]
Please select any historical psychiatric problems and medical problems (select all that apply).

MOVED IT TO ""Q - Mood - Participant History""",NO,release,CHECKBOX_OPTION,redcap,pre-v4,NO,NO
confounders_schema,confounders,acid_reflux___current,acid_reflux___current,confounders,"Acid reflux (e.g. heart burn, GERD, etc.)",NO,release,CHECKBOX_OPTION,redcap,pre-v4,NO,NO
confounders_schema,confounders,acid_reflux___never,acid_reflux___never,confounders,"Acid reflux (e.g. heart burn, GERD, etc.)",NO,release,CHECKBOX_OPTION,redcap,pre-v4,NO,NO
confounders_schema,confounders,acid_reflux___no_answer,acid_reflux___no_answer,confounders,"Acid reflux (e.g. heart burn, GERD, etc.)",NO,release,CHECKBOX_OPTION,redcap,pre-v4,NO,NO
confounders_schema,confounders,acid_reflux___past,acid_reflux___past,confounders,"Acid reflux (e.g. heart burn, GERD, etc.)",NO,release,CHECKBOX_OPTION,redcap,pre-v4,NO,NO
confounders_schema,confounders,adhd_med_hist_psychological___current,adhd_med_hist_psychological___current,confounders,Attention deficit/hyperactivity disorder (ADHD),NO,release,CHECKBOX_OPTION,redcap,pre-v4,NO,NO
confounders_schema,confounders,adhd_med_hist_psychological___never,adhd_med_hist_psychological___never,confounders,Attention deficit/hyperactivity disorder (ADHD),NO,release,CHECKBOX_OPTION,redcap,pre-v4,NO,NO
confounders_schema,confounders,adhd_med_hist_psychological___no_answer,adhd_med_hist_psychological___no_answer,confounders,Attention deficit/hyperactivity disorder (ADHD),NO,release,CHECKBOX_OPTION,redcap,pre-v4,NO,NO
confounders_schema,confounders,adhd_med_hist_psychological___past,adhd_med_hist_psychological___past,confounders,Attention deficit/hyperactivity disorder (ADHD),NO,release,CHECKBOX_OPTION,redcap,pre-v4,NO,NO
confounders_schema,confounders,airway_stenosis_med_hist_throat___current,airway_stenosis_med_hist_throat___current,confounders,"Airway stenosis (e.g. glottal, subglottal, tracheal, etc.)",NO,release,CHECKBOX_OPTION,redcap,pre-v4,NO,NO
confounders_schema,confounders,airway_stenosis_med_hist_throat___never,airway_stenosis_med_hist_throat___never,confounders,"Airway stenosis (e.g. glottal, subglottal, tracheal, etc.)",NO,release,CHECKBOX_OPTION,redcap,pre-v4,NO,NO
confounders_schema,confounders,airway_stenosis_med_hist_throat___no_answer,airway_stenosis_med_hist_throat___no_answer,confounders,"Airway stenosis (e.g. glottal, subglottal, tracheal, etc.)",NO,release,CHECKBOX_OPTION,redcap,pre-v4,NO,NO
confounders_schema,confounders,airway_stenosis_med_hist_throat___past,airway_stenosis_med_hist_throat___past,confounders,"Airway stenosis (e.g. glottal, subglottal, tracheal, etc.)",NO,release,CHECKBOX_OPTION,redcap,pre-v4,NO,NO
confounders_schema,confounders,alcohol_substance_use_disorder___current,alcohol_substance_use_disorder___current,confounders,Alcohol or substance use disorder,NO,release,CHECKBOX_OPTION,redcap,pre-v4,NO,NO
confounders_schema,confounders,alcohol_substance_use_disorder___never,alcohol_substance_use_disorder___never,confounders,Alcohol or substance use disorder,NO,release,CHECKBOX_OPTION,redcap,pre-v4,NO,NO
confounders_schema,confounders,alcohol_substance_use_disorder___no_answer,alcohol_substance_use_disorder___no_answer,confounders,Alcohol or substance use disorder,NO,release,CHECKBOX_OPTION,redcap,pre-v4,NO,NO
confounders_schema,confounders,alcohol_substance_use_disorder___past,alcohol_substance_use_disorder___past,confounders,Alcohol or substance use disorder,NO,release,CHECKBOX_OPTION,redcap,pre-v4,NO,NO
confounders_schema,confounders,anxiety_disorder___current,anxiety_disorder___current,confounders,Anxiety disorder (e.g. generalized or social anxiety disorder),NO,release,CHECKBOX_OPTION,redcap,pre-v4,NO,NO
confounders_schema,confounders,anxiety_disorder___never,anxiety_disorder___never,confounders,Anxiety disorder (e.g. generalized or social anxiety disorder),NO,release,CHECKBOX_OPTION,redcap,pre-v4,NO,NO
confounders_schema,confounders,anxiety_disorder___no_answer,anxiety_disorder___no_answer,confounders,Anxiety disorder (e.g. generalized or social anxiety disorder),NO,release,CHECKBOX_OPTION,redcap,pre-v4,NO,NO
confounders_schema,confounders,anxiety_disorder___past,anxiety_disorder___past,confounders,Anxiety disorder (e.g. generalized or social anxiety disorder),NO,release,CHECKBOX_OPTION,redcap,pre-v4,NO,NO
confounders_schema,confounders,asd_med_hist_psychological___current,asd_med_hist_psychological___current,confounders,Autism spectrum disorder (ASD),NO,release,CHECKBOX_OPTION,redcap,pre-v4,NO,NO
confounders_schema,confounders,asd_med_hist_psychological___never,asd_med_hist_psychological___never,confounders,Autism spectrum disorder (ASD),NO,release,CHECKBOX_OPTION,redcap,pre-v4,NO,NO
confounders_schema,confounders,asd_med_hist_psychological___no_answer,asd_med_hist_psychological___no_answer,confounders,Autism spectrum disorder (ASD),NO,release,CHECKBOX_OPTION,redcap,pre-v4,NO,NO
confounders_schema,confounders,asd_med_hist_psychological___past,asd_med_hist_psychological___past,confounders,Autism spectrum disorder (ASD),NO,release,CHECKBOX_OPTION,redcap,pre-v4,NO,NO
confounders_schema,confounders,bipolar_disorder___current,bipolar_disorder___current,confounders,Bipolar disorder,NO,release,CHECKBOX_OPTION,redcap,pre-v4,NO,NO
confounders_schema,confounders,bipolar_disorder___never,bipolar_disorder___never,confounders,Bipolar disorder,NO,release,CHECKBOX_OPTION,redcap,pre-v4,NO,NO
confounders_schema,confounders,bipolar_disorder___no_answer,bipolar_disorder___no_answer,confounders,Bipolar disorder,NO,release,CHECKBOX_OPTION,redcap,pre-v4,NO,NO
confounders_schema,confounders,bipolar_disorder___past,bipolar_disorder___past,confounders,Bipolar disorder,NO,release,CHECKBOX_OPTION,redcap,pre-v4,NO,NO
confounders_schema,confounders,botox_injections___current,botox_injections___current,confounders,Botox injections for laryngeal dystonia,NO,release,CHECKBOX_OPTION,redcap,pre-v4,NO,NO
confounders_schema,confounders,botox_injections___never,botox_injections___never,confounders,Botox injections for laryngeal dystonia,NO,release,CHECKBOX_OPTION,redcap,pre-v4,NO,NO
confounders_schema,confounders,botox_injections___no_answer,botox_injections___no_answer,confounders,Botox injections for laryngeal dystonia,NO,release,CHECKBOX_OPTION,redcap,pre-v4,NO,NO
confounders_schema,confounders,botox_injections___past,botox_injections___past,confounders,Botox injections for laryngeal dystonia,NO,release,CHECKBOX_OPTION,redcap,pre-v4,NO,NO
confounders_schema,confounders,bpd_med_hist_psychological___current,bpd_med_hist_psychological___current,confounders,Borderline personality disorder (BPD),NO,release,CHECKBOX_OPTION,redcap,pre-v4,NO,NO
confounders_schema,confounders,bpd_med_hist_psychological___never,bpd_med_hist_psychological___never,confounders,Borderline personality disorder (BPD),NO,release,CHECKBOX_OPTION,redcap,pre-v4,NO,NO
confounders_schema,confounders,bpd_med_hist_psychological___no_answer,bpd_med_hist_psychological___no_answer,confounders,Borderline personality disorder (BPD),NO,release,CHECKBOX_OPTION,redcap,pre-v4,NO,NO
confounders_schema,confounders,bpd_med_hist_psychological___past,bpd_med_hist_psychological___past,confounders,Borderline personality disorder (BPD),NO,release,CHECKBOX_OPTION,redcap,pre-v4,NO,NO
confounders_schema,confounders,brain_cancer___current,brain_cancer___current,confounders,Brain cancer,NO,release,CHECKBOX_OPTION,redcap,pre-v4,NO,NO
confounders_schema,confounders,brain_cancer___never,brain_cancer___never,confounders,Brain cancer,NO,release,CHECKBOX_OPTION,redcap,pre-v4,NO,NO
confounders_schema,confounders,brain_cancer___no_answer,brain_cancer___no_answer,confounders,Brain cancer,NO,release,CHECKBOX_OPTION,redcap,pre-v4,NO,NO
confounders_schema,confounders,brain_cancer___past,brain_cancer___past,confounders,Brain cancer,NO,release,CHECKBOX_OPTION,redcap,pre-v4,NO,NO
confounders_schema,confounders,c_pap___current,c_pap___current,confounders,C-Pap,NO,release,CHECKBOX_OPTION,redcap,pre-v4,NO,NO
confounders_schema,confounders,c_pap___never,c_pap___never,confounders,C-Pap,NO,release,CHECKBOX_OPTION,redcap,pre-v4,NO,NO
confounders_schema,confounders,c_pap___no_answer,c_pap___no_answer,confounders,C-Pap,NO,release,CHECKBOX_OPTION,redcap,pre-v4,NO,NO
confounders_schema,confounders,c_pap___past,c_pap___past,confounders,C-Pap,NO,release,CHECKBOX_OPTION,redcap,pre-v4,NO,NO
confounders_schema,confounders,chemotherapy___current,chemotherapy___current,confounders,Chemotherapy,NO,release,CHECKBOX_OPTION,redcap,pre-v4,NO,NO
confounders_schema,confounders,chemotherapy___never,chemotherapy___never,confounders,Chemotherapy,NO,release,CHECKBOX_OPTION,redcap,pre-v4,NO,NO
confounders_schema,confounders,chemotherapy___no_answer,chemotherapy___no_answer,confounders,Chemotherapy,NO,release,CHECKBOX_OPTION,redcap,pre-v4,NO,NO
confounders_schema,confounders,chemotherapy___past,chemotherapy___past,confounders,Chemotherapy,NO,release,CHECKBOX_OPTION,redcap,pre-v4,NO,NO
confounders_schema,confounders,chronic_cough_med_hist_throat___current,chronic_cough_med_hist_throat___current,confounders,Chronic cough,NO,release,CHECKBOX_OPTION,redcap,pre-v4,NO,NO
confounders_schema,confounders,chronic_cough_med_hist_throat___never,chronic_cough_med_hist_throat___never,confounders,Chronic cough,NO,release,CHECKBOX_OPTION,redcap,pre-v4,NO,NO
confounders_schema,confounders,chronic_cough_med_hist_throat___no_answer,chronic_cough_med_hist_throat___no_answer,confounders,Chronic cough,NO,release,CHECKBOX_OPTION,redcap,pre-v4,NO,NO
confounders_schema,confounders,chronic_cough_med_hist_throat___past,chronic_cough_med_hist_throat___past,confounders,Chronic cough,NO,release,CHECKBOX_OPTION,redcap,pre-v4,NO,NO
confounders_schema,confounders,circulatory_conditions___1,circulatory_conditions___1,confounders,"[DEPRECATED]
Have you been diagnosed with any of these circulatory or heart conditions by a clinician? (check all that apply)",NO,release,CHECKBOX_OPTION,redcap,pre-v4,NO,NO
confounders_schema,confounders,circulatory_conditions___2,circulatory_conditions___2,confounders,"[DEPRECATED]
Have you been diagnosed with any of these circulatory or heart conditions by a clinician? (check all that apply)",NO,release,CHECKBOX_OPTION,redcap,pre-v4,NO,NO
confounders_schema,confounders,circulatory_conditions___3,circulatory_conditions___3,confounders,"[DEPRECATED]
Have you been diagnosed with any of these circulatory or heart conditions by a clinician? (check all that apply)",NO,release,CHECKBOX_OPTION,redcap,pre-v4,NO,NO
confounders_schema,confounders,circulatory_conditions___4,circulatory_conditions___4,confounders,"[DEPRECATED]
Have you been diagnosed with any of these circulatory or heart conditions by a clinician? (check all that apply)",NO,release,CHECKBOX_OPTION,redcap,pre-v4,NO,NO
confounders_schema,confounders,circulatory_conditions___5,circulatory_conditions___5,confounders,"[DEPRECATED]
Have you been diagnosed with any of these circulatory or heart conditions by a clinician? (check all that apply)",NO,release,CHECKBOX_OPTION,redcap,pre-v4,NO,NO
confounders_schema,confounders,circulatory_conditions___6,circulatory_conditions___6,confounders,"[DEPRECATED]
Have you been diagnosed with any of these circulatory or heart conditions by a clinician? (check all that apply)",NO,release,CHECKBOX_OPTION,redcap,pre-v4,NO,NO
confounders_schema,confounders,circulatory_med_history___1,circulatory_med_history___1,confounders,"[DEPRECATED]
Some other conditions can affect the sound of your voice. Have you been diagnosed with any of these conditions by a clinician? (check all that apply)",NO,release,CHECKBOX_OPTION,redcap,pre-v4,NO,NO
confounders_schema,confounders,circulatory_med_history___2,circulatory_med_history___2,confounders,"[DEPRECATED]
Some other conditions can affect the sound of your voice. Have you been diagnosed with any of these conditions by a clinician? (check all that apply)",NO,release,CHECKBOX_OPTION,redcap,pre-v4,NO,NO
confounders_schema,confounders,circulatory_med_history___3,circulatory_med_history___3,confounders,"[DEPRECATED]
Some other conditions can affect the sound of your voice. Have you been diagnosed with any of these conditions by a clinician? (check all that apply)",NO,release,CHECKBOX_OPTION,redcap,pre-v4,NO,NO
confounders_schema,confounders,circulatory_med_history___4,circulatory_med_history___4,confounders,"[DEPRECATED]
Some other conditions can affect the sound of your voice. Have you been diagnosed with any of these conditions by a clinician? (check all that apply)",NO,release,CHECKBOX_OPTION,redcap,pre-v4,NO,NO
confounders_schema,confounders,circulatory_med_history___5,circulatory_med_history___5,confounders,"[DEPRECATED]
Some other conditions can affect the sound of your voice. Have you been diagnosed with any of these conditions by a clinician? (check all that apply)",NO,release,CHECKBOX_OPTION,redcap,pre-v4,NO,NO
confounders_schema,confounders,covid___long,covid___long,confounders,"[DEPRECATED]
Have you had COVID recently, or are you currently experiencing the effects of long COVID? (check all that apply)",NO,release,CHECKBOX_OPTION,redcap,pre-v4,NO,NO
confounders_schema,confounders,covid___past_year,covid___past_year,confounders,"[DEPRECATED]
Have you had COVID recently, or are you currently experiencing the effects of long COVID? (check all that apply)",NO,release,CHECKBOX_OPTION,redcap,pre-v4,NO,NO
confounders_schema,confounders,cpap_conditions___1,cpap_conditions___1,confounders,"[DEPRECATED]
Are you currently using CPAP or supplemental oxygen? (check all that apply)",NO,release,CHECKBOX_OPTION,redcap,pre-v4,NO,NO
confounders_schema,confounders,cpap_conditions___2,cpap_conditions___2,confounders,"[DEPRECATED]
Are you currently using CPAP or supplemental oxygen? (check all that apply)",NO,release,CHECKBOX_OPTION,redcap,pre-v4,NO,NO
confounders_schema,confounders,deep_brain_stimulator___current,deep_brain_stimulator___current,confounders,Deep brain stimulator,NO,release,CHECKBOX_OPTION,redcap,pre-v4,NO,NO
confounders_schema,confounders,deep_brain_stimulator___never,deep_brain_stimulator___never,confounders,Deep brain stimulator,NO,release,CHECKBOX_OPTION,redcap,pre-v4,NO,NO
confounders_schema,confounders,deep_brain_stimulator___no_answer,deep_brain_stimulator___no_answer,confounders,Deep brain stimulator,NO,release,CHECKBOX_OPTION,redcap,pre-v4,NO,NO
confounders_schema,confounders,deep_brain_stimulator___past,deep_brain_stimulator___past,confounders,Deep brain stimulator,NO,release,CHECKBOX_OPTION,redcap,pre-v4,NO,NO
confounders_schema,confounders,depression_major_depressive_disorder___current,depression_major_depressive_disorder___current,confounders,Depression or major depressive disorder,NO,release,CHECKBOX_OPTION,redcap,pre-v4,NO,NO
confounders_schema,confounders,depression_major_depressive_disorder___never,depression_major_depressive_disorder___never,confounders,Depression or major depressive disorder,NO,release,CHECKBOX_OPTION,redcap,pre-v4,NO,NO
confounders_schema,confounders,depression_major_depressive_disorder___no_answer,depression_major_depressive_disorder___no_answer,confounders,Depression or major depressive disorder,NO,release,CHECKBOX_OPTION,redcap,pre-v4,NO,NO
confounders_schema,confounders,depression_major_depressive_disorder___past,depression_major_depressive_disorder___past,confounders,Depression or major depressive disorder,NO,release,CHECKBOX_OPTION,redcap,pre-v4,NO,NO
confounders_schema,confounders,ear_cancer___current,ear_cancer___current,confounders,Ear cancer,NO,release,CHECKBOX_OPTION,redcap,pre-v4,NO,NO
confounders_schema,confounders,ear_cancer___never,ear_cancer___never,confounders,Ear cancer,NO,release,CHECKBOX_OPTION,redcap,pre-v4,NO,NO
confounders_schema,confounders,ear_cancer___no_answer,ear_cancer___no_answer,confounders,Ear cancer,NO,release,CHECKBOX_OPTION,redcap,pre-v4,NO,NO
confounders_schema,confounders,ear_cancer___past,ear_cancer___past,confounders,Ear cancer,NO,release,CHECKBOX_OPTION,redcap,pre-v4,NO,NO
confounders_schema,confounders,ear_med_history___1,ear_med_history___1,confounders,"[DEPRECATED]
Ear",NO,release,CHECKBOX_OPTION,redcap,pre-v4,NO,NO
confounders_schema,confounders,ear_med_history___2,ear_med_history___2,confounders,"[DEPRECATED]
Ear",NO,release,CHECKBOX_OPTION,redcap,pre-v4,NO,NO
confounders_schema,confounders,ear_med_history___3,ear_med_history___3,confounders,"[DEPRECATED]
Ear",NO,release,CHECKBOX_OPTION,redcap,pre-v4,NO,NO
confounders_schema,confounders,ear_surgical___1,ear_surgical___1,confounders,"[DEPRECATED]
Ear",NO,release,CHECKBOX_OPTION,redcap,pre-v4,NO,NO
confounders_schema,confounders,ear_surgical___2,ear_surgical___2,confounders,"[DEPRECATED]
Ear",NO,release,CHECKBOX_OPTION,redcap,pre-v4,NO,NO
confounders_schema,confounders,eating_disorder___current,eating_disorder___current,confounders,Eating disorder (ED),NO,release,CHECKBOX_OPTION,redcap,pre-v4,NO,NO
confounders_schema,confounders,eating_disorder___never,eating_disorder___never,confounders,Eating disorder (ED),NO,release,CHECKBOX_OPTION,redcap,pre-v4,NO,NO
confounders_schema,confounders,eating_disorder___no_answer,eating_disorder___no_answer,confounders,Eating disorder (ED),NO,release,CHECKBOX_OPTION,redcap,pre-v4,NO,NO
confounders_schema,confounders,eating_disorder___past,eating_disorder___past,confounders,Eating disorder (ED),NO,release,CHECKBOX_OPTION,redcap,pre-v4,NO,NO
confounders_schema,confounders,esophageal_cancer___current,esophageal_cancer___current,confounders,Esophageal cancer,NO,release,CHECKBOX_OPTION,redcap,pre-v4,NO,NO
confounders_schema,confounders,esophageal_cancer___never,esophageal_cancer___never,confounders,Esophageal cancer,NO,release,CHECKBOX_OPTION,redcap,pre-v4,NO,NO
confounders_schema,confounders,esophageal_cancer___no_answer,esophageal_cancer___no_answer,confounders,Esophageal cancer,NO,release,CHECKBOX_OPTION,redcap,pre-v4,NO,NO
confounders_schema,confounders,esophageal_cancer___past,esophageal_cancer___past,confounders,Esophageal cancer,NO,release,CHECKBOX_OPTION,redcap,pre-v4,NO,NO
